venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,total,canal,sucursal_id,vendedor
VEN001054,CLI00685,PROD0198,2024-05-05,7,12726.18,89083.26,Distribuidor,SUC008,
VEN001055,CLI00381,PROD0183,2027-02-13,6,5242.2,31453.2,Call Center,SUC004,C. Vargas
VEN001056,CLI00088,PROD0338,2025-11-06,3,3080.34,9241.02,Tienda,SUC008,C. Vargas
VEN001057,CLI00373,PROD0234,2023-11-21,1,1976.88,1976.88,Distribuidor,SUC010,C. Vargas
VEN001058,CLI00775,PROD0210,2024-12-03,1,10461.41,10461.41,Tienda,SUC005,M. Rojas
VEN001059,CLI01068,PROD0043,2024-06-06,7,11457.69,80203.83,Call Center,SUC002,C. Vargas
VEN001060,CLI00157,PROD0018,2025-08-03,2,10673.33,21346.66,Call Center,SUC999,M. Rojas
VEN001061,CLI00686,PROD0275,2025-04-18,5,12929.11,64645.55,Call Center,SUC001,L. Pérez
VEN001062,CLI00255,PROD0020,2026-02-21,4,6274.86,25099.44,Distribuidor,SUC001,M. Rojas
VEN001063,CLI01005,PROD0110,2024-06-24,1,13405.84,13405.84,Tienda,SUC008,C. Vargas
VEN001064,CLI00428,PROD0217,2025-11-08,3,1661.24,4983.72,Online,SUC005,L. Pérez
VEN001065,CLI00555,PROD0233,2025-12-19,2,12260.03,24520.06,Distribuidor,SUC004,
VEN001066,CLI00650,PROD0109,2026-03-24,1,10183.75,10183.75,Marketplace,SUC010,A. Torres
VEN001067,CLI00857,PROD0254,2024-06-16,7,12943.46,90604.22,,SUC999,
VEN001068,CLI00008,PROD0292,2023-12-21,0,258.55,0.0,Distribuidor,SUC009,L. Pérez
VEN001069,CLI01043,PROD0233,2024-10-17,5,12260.03,61300.15,Call Center,SUC002,M. Rojas
VEN001070,CLI00674,PROD0276,2023-10-06,8,2352.39,18819.12,Marketplace,SUC002,C. Vargas
VEN001071,CLI00545,PROD0101,2025-05-20,1,8522.2,8522.2,Distribuidor,SUC009,A. Torres
VEN001072,CLI00217,PROD0197,2023-03-13,5,12870.09,64350.45,Tienda,SUC005,M. Rojas
VEN001073,CLI01210,PROD0258,2023-05-14,9,2302.71,20724.39,Distribuidor,SUC008,M. Rojas
VEN001074,CLI01124,PROD0241,2025-01-05,8,3049.71,24397.68,Distribuidor,SUC004,M. Rojas
VEN001075,CLI00440,PROD0208,2025-08-30,5,10969.19,54845.95,Marketplace,SUC001,L. Pérez
VEN001076,CLI00194,PROD0120,2023-01-26,1,7569.0,7569.0,Distribuidor,SUC002,L. Pérez
VEN001077,CLI00396,PROD0263,2023-02-17,7,8007.96,56055.72,Tienda,SUC009,M. Rojas
VEN001078,CLI00811,PROD0069,2024-06-25,6,12822.62,76935.72,Tienda,SUC001,L. Pérez
VEN001079,CLI00139,PROD0336,2024-04-21,3,3271.36,9814.08,Online,SUC010,A. Torres
VEN001080,CLI00730,PROD0231,2023-10-02,8,2381.14,19049.12,Online,SUC005,L. Pérez
VEN001081,CLI00136,PROD0011,2025-10-10,1,12998.77,12998.77,,SUC010,L. Pérez
VEN001082,CLI00205,PROD0290,2023-11-23,4,13205.62,52822.48,Call Center,SUC006,M. Rojas
VEN001083,CLI01129,PROD0330,2023-05-02,2,8434.41,16868.82,Distribuidor,SUC008,
VEN001084,CLI00634,PROD0051,2023-10-23,3,223.25,669.75,Call Center,SUC009,C. Vargas
VEN001085,CLI00058,PROD0301,2025-08-30,9,13532.74,121794.66,Tienda,SUC007,L. Pérez
VEN001086,CLI01177,PROD0209,2024-01-11,4,13935.95,55743.8,Tienda,SUC006,A. Torres
VEN001087,CLI01016,PROD0153,2024-01-15,3,7068.83,21206.49,Call Center,SUC001,L. Pérez
VEN001088,CLI00439,PROD0089,2023-07-24,7,5130.53,35913.71,Online,SUC009,
VEN001089,CLI00106,PROD0019,2024-09-17,4,12731.04,50924.16,Marketplace,SUC009,C. Vargas
VEN001090,CLI00204,PROD0196,2023-04-13,4,3718.01,14872.04,Marketplace,SUC001,M. Rojas
VEN001091,CLI01119,PROD0205,2023-12-14,8,3487.57,27900.56,Online,SUC003,A. Torres
VEN001092,CLI00066,PROD0305,2024-04-29,6,12381.31,74287.86,Marketplace,SUC007,M. Rojas
VEN001093,CLI00144,PROD0293,2024-02-07,6,5899.81,35398.86,Marketplace,SUC009,
VEN001094,CLI00064,PROD0006,2025-08-10,6,2240.05,13440.3,Marketplace,SUC010,L. Pérez
VEN001095,CLI00062,PROD0031,2023-10-07,2,7041.94,14026.79,Call Center,SUC010,A. Torres
VEN001096,CLI00054,PROD9221,2025-08-03,10,8343.51,83435.1,Online,SUC004,A. Torres
VEN001097,CLI00925,PROD0088,2023-07-11,3,1599.16,4797.48,Online,SUC004,
VEN001098,CLI00780,PROD0290,2025-11-09,1,13205.62,13205.62,Marketplace,SUC002,C. Vargas
VEN001099,CLI01016,PROD0073,2023-09-03,3,14845.72,44537.16,Online,SUC005,L. Pérez
VEN001100,CLI00573,PROD0209,2025-10-12,2,13935.95,27871.9,Online,SUC010,M. Rojas
VEN001101,CLI01121,PROD0036,2023-01-13,8,9034.08,72272.64,Marketplace,SUC005,L. Pérez
VEN001102,CLI00502,PROD0209,2023-10-24,1,13935.95,13935.95,Tienda,SUC005,L. Pérez
VEN001103,CLI00270,PROD0095,2023-10-23,6,10831.03,64986.18,Online,SUC999,C. Vargas
VEN001104,CLI00032,PROD0074,2024-01-06,6,3209.01,19254.06,Tienda,SUC010,L. Pérez
VEN001105,CLI00169,PROD0073,2026-04-09,1,14845.72,14845.72,Call Center,SUC005,C. Vargas
VEN001106,CLI00972,PROD0093,2023-02-16,7,10115.52,70808.64,Tienda,SUC999,M. Rojas
VEN001107,CLI00862,PROD0329,2024-10-08,6,14204.59,85227.54,Online,SUC004,M. Rojas
VEN001108,CLI00964,PROD0210,2025-08-11,2,10461.41,20922.82,Distribuidor,SUC005,
VEN001109,CLI00050,PROD0347,2024-07-07,3,677.58,2032.74,Call Center,SUC006,
VEN001110,CLI01107,PROD0180,2025-02-21,2,8886.71,17773.42,Online,SUC003,A. Torres
VEN001111,CLI91809,PROD0295,2026-01-04,6,14212.6,85275.6,Distribuidor,SUC002,M. Rojas
VEN001112,CLI00881,PROD0277,2024-08-07,7,13058.89,91412.23,,SUC010,
VEN001113,CLI00848,PROD0131,2026-02-12,8,14614.7,116917.6,Marketplace,SUC009,C. Vargas
VEN001114,CLI00260,PROD0110,2025-02-15,8,13405.84,107246.72,Online,SUC001,
VEN001115,CLI01077,PROD0138,2025-07-23,5,13930.56,69652.8,Call Center,SUC001,
VEN001116,CLI00473,PROD0225,2023-07-01,9,11230.38,101073.42,Distribuidor,SUC002,
VEN001117,CLI00067,PROD0252,2026-03-07,5,11015.07,55075.35,Tienda,SUC002,C. Vargas
VEN001118,CLI00616,PROD0023,2025-04-06,1,8544.19,8544.19,Distribuidor,SUC009,M. Rojas
VEN001119,CLI00805,PROD0312,2024-02-09,3,4763.27,14289.81,Call Center,SUC004,L. Pérez
VEN001120,CLI01107,PROD0138,2025-06-14,9,13930.56,125375.04,Call Center,SUC008,A. Torres
VEN001121,CLI01033,PROD0081,2024-04-03,2,14280.1,28560.2,Distribuidor,SUC009,C. Vargas
VEN001122,CLI00653,PROD0141,2024-01-19,7,7625.21,53376.47,Tienda,SUC001,M. Rojas
VEN001123,CLI00136,PROD0086,2025-10-03,4,12939.43,51757.72,,SUC003,A. Torres
VEN001124,CLI00736,PROD0169,2024-03-02,1,4862.72,4862.72,Tienda,SUC001,A. Torres
VEN001125,CLI00043,PROD0010,2025-11-28,9,6652.62,59873.58,Marketplace,SUC004,L. Pérez
VEN001126,CLI00826,PROD0233,2023-08-16,4,12260.03,49040.12,Distribuidor,SUC001,A. Torres
VEN001127,CLI01058,PROD0267,2026-03-09,10,2699.67,26996.7,Online,SUC002,L. Pérez
VEN001128,CLI00244,PROD0208,2023-02-17,1,10969.19,10969.19,Distribuidor,SUC002,C. Vargas
VEN001129,CLI01163,PROD0322,2024-04-26,3,7661.77,22985.31,Tienda,SUC999,C. Vargas
VEN001130,CLI00413,PROD0234,2025-12-25,10,1976.88,19768.8,Distribuidor,SUC008,
VEN001131,CLI00092,PROD0199,2026-01-14,1,12061.22,12061.22,,SUC006,L. Pérez
VEN001132,CLI01113,PROD0043,2025-05-20,9,11457.69,103119.21,Marketplace,SUC005,C. Vargas
VEN001133,CLI00502,PROD0021,2023-02-17,1,1305.33,1305.33,Distribuidor,SUC010,
VEN001134,CLI00568,PROD0113,2025-06-08,4,4535.92,18143.68,Online,SUC002,M. Rojas
VEN001135,CLI00913,PROD0043,2025-12-07,2,11457.69,22915.38,Online,SUC006,A. Torres
VEN001136,CLI01138,PROD0331,2024-06-14,6,797.92,4787.52,Call Center,SUC009,M. Rojas
VEN001137,CLI01175,PROD0159,2023-02-07,3,225.1,675.3,Tienda,SUC999,L. Pérez
VEN001138,CLI00025,PROD0036,2024-02-21,6,9034.08,54204.48,Call Center,SUC004,L. Pérez
VEN001139,CLI00846,PROD0211,2025-07-03,1,13192.01,13192.01,Call Center,SUC007,
VEN001140,CLI00513,PROD0146,2024-07-13,10,12718.85,127188.5,Marketplace,SUC007,C. Vargas
VEN001141,CLI00304,PROD0028,2023-04-30,2,7373.79,14747.58,Distribuidor,SUC003,L. Pérez
VEN001142,CLI00033,PROD0072,2023-07-07,9,2542.68,22884.12,,SUC009,M. Rojas
VEN001143,CLI00283,PROD0335,2025-11-17,4,6855.91,27423.64,Marketplace,SUC010,L. Pérez
VEN001144,CLI00003,PROD0077,2023-10-16,7,4329.94,30309.58,Online,SUC009,L. Pérez
VEN001145,CLI01026,PROD0036,2024-06-20,8,9034.08,72272.64,,SUC006,M. Rojas
VEN001146,CLI00958,PROD0117,2024-01-30,6,11452.29,68713.74,Marketplace,SUC005,M. Rojas
VEN001147,CLI00456,PROD0177,2023-02-05,8,1374.17,10993.36,Online,SUC005,A. Torres
VEN001148,CLI00327,PROD0318,2026-02-20,2,8387.38,16774.76,Tienda,SUC009,L. Pérez
VEN001149,CLI00220,PROD0282,2025-05-07,2,14614.15,29228.3,Online,SUC999,M. Rojas
VEN001150,CLI00671,PROD0178,2023-02-06,10,6354.03,63540.3,Call Center,SUC999,C. Vargas
VEN001151,CLI00235,PROD0017,2025-08-09,1,10599.31,10599.31,Distribuidor,SUC003,M. Rojas
VEN001152,CLI00114,PROD0136,2025-04-16,7,13884.08,97188.56,Online,SUC001,A. Torres
VEN001153,CLI00262,PROD0288,2025-12-05,4,10920.88,43683.52,Tienda,SUC008,A. Torres
VEN001154,CLI00061,PROD0046,2024-02-15,3,7546.77,22640.31,Tienda,SUC010,C. Vargas
VEN001155,CLI00141,PROD0180,2023-09-14,2,8886.71,17773.42,Online,SUC999,L. Pérez
VEN001156,CLI01091,PROD0192,2025-10-16,1,8096.9,8096.9,,SUC007,C. Vargas
VEN001157,CLI00666,PROD0115,2024-10-01,0,11841.79,0.0,Marketplace,SUC001,L. Pérez
VEN001158,CLI00364,PROD0074,2025-05-08,8,3209.01,25672.08,Tienda,SUC999,L. Pérez
VEN001159,CLI00785,PROD0013,2023-06-30,2,7913.74,15827.48,Call Center,SUC004,A. Torres
VEN001160,CLI00750,PROD0256,2024-09-25,4,8297.81,33191.24,Marketplace,SUC003,L. Pérez
VEN001161,CLI00482,PROD0180,2025-05-13,9,8886.71,79980.39,Online,SUC008,C. Vargas
VEN001162,CLI01096,PROD0087,2024-10-12,3,12424.92,37274.76,Online,SUC999,M. Rojas
VEN001163,CLI00940,PROD0343,2025-03-18,3,11287.31,33861.93,Marketplace,SUC001,
VEN001164,CLI00803,PROD0215,2024-12-20,7,3314.69,23202.83,,SUC007,M. Rojas
VEN001165,CLI00267,PROD0142,2025-06-24,2,5407.94,10815.88,Marketplace,SUC009,C. Vargas
VEN001166,CLI01046,PROD0139,2024-08-23,10,11596.56,115965.6,Marketplace,SUC008,A. Torres
VEN001167,CLI00327,PROD0297,2024-03-01,1,14355.01,14355.01,Call Center,SUC001,A. Torres
VEN001168,CLI00846,PROD0056,2026-03-04,9,5095.05,38639.93,Marketplace,SUC005,M. Rojas
VEN001169,CLI00258,PROD0121,2024-07-10,6,14125.34,84752.04,Tienda,SUC005,A. Torres
VEN001170,CLI00630,PROD0215,2026-01-26,7,3314.69,23202.83,Tienda,SUC002,M. Rojas
VEN001171,CLI00178,PROD0173,2024-06-01,7,2179.01,15253.07,Distribuidor,SUC006,M. Rojas
VEN001172,CLI00731,PROD0132,2023-12-19,10,9169.97,91699.7,Online,SUC007,L. Pérez
VEN001173,CLI00580,PROD0330,2023-09-11,2,8434.41,16868.82,Online,SUC999,
VEN001174,CLI01010,PROD0101,2026-02-01,9,8522.2,76699.8,Online,SUC009,M. Rojas
VEN001175,CLI00950,PROD0128,2025-05-28,1,11227.37,11227.37,Tienda,SUC005,M. Rojas
VEN001176,CLI00691,PROD0347,2024-08-11,10,677.58,6775.8,Distribuidor,SUC009,M. Rojas
VEN001177,CLI00133,PROD0271,2024-07-21,9,5027.14,45244.26,Distribuidor,SUC007,
VEN001178,CLI00048,PROD0208,2024-06-15,7,10969.19,76784.33,Online,SUC006,A. Torres
VEN001179,CLI00207,PROD0023,2023-07-06,3,8544.19,25632.57,Tienda,SUC006,L. Pérez
VEN001180,CLI00402,PROD0337,2023-06-18,5,2666.59,13332.95,,SUC003,M. Rojas
VEN001181,CLI00061,PROD0061,2023-04-15,7,5099.7,35697.9,Call Center,SUC010,
VEN001182,CLI00869,PROD0003,2025-10-14,4,2328.71,9314.84,Tienda,SUC002,
VEN001183,CLI00789,PROD0028,2024-02-19,1,7373.79,7373.79,Tienda,SUC001,M. Rojas
VEN001184,CLI00216,PROD0305,2026-02-01,8,12381.31,99050.48,Distribuidor,SUC010,
VEN001185,CLI00102,PROD0042,2024-07-19,2,7088.47,14176.94,Online,SUC001,M. Rojas
VEN001186,CLI00610,PROD0244,2024-05-07,2,6178.37,12356.74,Online,SUC008,A. Torres
VEN001187,CLI01208,PROD0239,2025-04-29,9,9249.05,83241.45,Online,SUC002,C. Vargas
VEN001188,CLI00319,PROD0182,2023-04-15,10,1806.23,18062.3,,SUC009,L. Pérez
VEN001189,CLI00202,PROD0298,2025-08-13,5,9006.78,45033.9,Distribuidor,SUC006,L. Pérez
VEN001190,CLI00020,PROD0322,2023-06-07,2,7661.77,15323.54,Tienda,SUC008,L. Pérez
VEN001191,CLI00458,PROD0173,2023-12-06,9,2179.01,19611.09,,SUC002,A. Torres
VEN001192,CLI00968,PROD0086,2025-12-18,9,12939.43,116454.87,,SUC008,
VEN001193,CLI00008,PROD0242,2025-08-16,3,9426.84,28280.52,Distribuidor,SUC001,M. Rojas
VEN001194,CLI00959,PROD0058,2023-08-05,7,3766.97,26368.79,Marketplace,SUC001,
VEN001195,CLI01049,PROD0057,2025-08-20,10,6729.21,67292.1,Tienda,SUC003,M. Rojas
VEN001196,CLI01205,PROD0325,2024-05-29,7,14517.63,101623.41,Marketplace,SUC008,A. Torres
VEN001197,CLI01097,PROD0102,2024-11-24,8,2702.59,21620.72,Tienda,SUC001,C. Vargas
VEN001198,CLI00859,PROD0287,2023-01-15,2,4503.37,9006.74,Tienda,SUC005,
VEN001199,CLI00031,PROD0345,2025-01-20,9,7619.98,68579.82,Call Center,SUC008,
VEN001200,CLI00065,PROD0008,2024-06-10,3,5690.78,17072.34,,SUC005,M. Rojas
VEN001201,CLI00277,PROD0110,2024-01-17,7,13405.84,93840.88,Tienda,SUC002,C. Vargas
VEN001202,CLI01199,PROD0020,2025-02-22,7,6274.86,43924.02,Distribuidor,SUC006,C. Vargas
VEN001203,CLI00532,PROD0204,2023-02-10,8,5348.46,42787.68,Marketplace,SUC008,L. Pérez
VEN001204,CLI00136,PROD0224,2023-08-31,10,14884.7,148847.0,Tienda,SUC010,L. Pérez
VEN001205,CLI00291,PROD0046,2023-04-23,6,7546.77,45280.62,,SUC002,C. Vargas
VEN001206,CLI00611,PROD0075,2023-05-29,7,5312.77,37189.39,Online,SUC008,A. Torres
VEN001207,CLI00446,PROD0102,2023-04-06,6,2702.59,16215.54,,SUC009,L. Pérez
VEN001208,CLI00321,PROD0145,2023-08-19,4,12162.03,48648.12,Distribuidor,SUC009,M. Rojas
VEN001209,CLI01184,PROD0071,2026-01-14,5,5569.41,27847.05,Call Center,SUC009,A. Torres
VEN001210,CLI00452,PROD0013,2024-09-09,1,7913.74,7913.74,Online,SUC007,
VEN001211,CLI00153,PROD0008,2024-04-13,6,5690.78,34144.68,Online,SUC003,A. Torres
VEN001212,CLI96177,PROD0037,2025-01-16,8,11622.38,92979.04,,SUC009,C. Vargas
VEN001213,CLI00596,PROD0207,2024-04-18,4,841.92,3367.68,,SUC010,L. Pérez
VEN001214,CLI00477,PROD0159,2023-07-05,9,225.1,2025.9,Online,SUC001,L. Pérez
VEN001215,CLI00035,PROD0061,2025-10-18,5,5099.7,25498.5,Marketplace,SUC005,M. Rojas
VEN001216,CLI01005,PROD0259,2025-05-19,10,7982.29,79822.9,Online,SUC006,C. Vargas
VEN001217,CLI00506,PROD0283,2024-10-19,6,2863.57,17181.42,,SUC002,M. Rojas
VEN001218,CLI01119,PROD0040,2025-10-06,8,2254.99,18039.92,Call Center,SUC002,M. Rojas
VEN001219,CLI00480,PROD0304,2026-02-26,6,10693.02,64158.12,Marketplace,SUC009,A. Torres
VEN001220,CLI00700,PROD0186,2023-11-13,5,5318.06,26590.3,Marketplace,SUC999,A. Torres
VEN001221,CLI00946,PROD0083,2025-02-24,4,1018.95,4075.8,Online,SUC003,L. Pérez
VEN001222,CLI00600,PROD0223,2024-07-27,6,7382.46,44294.76,Marketplace,SUC008,C. Vargas
VEN001223,CLI00290,PROD0019,2023-05-13,6,12731.04,76386.24,Marketplace,SUC002,A. Torres
VEN001224,CLI00944,PROD0105,2025-10-21,1,1790.28,1790.28,Marketplace,SUC002,L. Pérez
VEN001225,CLI00787,PROD0135,2025-12-24,8,8786.43,70291.44,,SUC004,C. Vargas
VEN001226,CLI00126,PROD0111,2025-09-23,2,1463.79,2927.58,Call Center,SUC005,M. Rojas
VEN001227,CLI01086,PROD0009,2025-06-24,3,13255.12,39765.36,Call Center,SUC002,L. Pérez
VEN001228,CLI01031,PROD0167,2024-01-06,8,1547.06,12376.48,Marketplace,SUC001,M. Rojas
VEN001229,CLI01153,PROD0089,2024-06-15,6,5130.53,30783.18,Marketplace,SUC999,
VEN001230,CLI00825,PROD0076,2024-01-16,8,11438.21,91505.68,Distribuidor,SUC009,L. Pérez
VEN001231,CLI00094,PROD0230,2025-05-27,7,9910.93,69376.51,Call Center,SUC003,A. Torres
VEN001232,CLI00913,PROD0335,2024-02-28,7,6855.91,47991.37,Tienda,SUC008,A. Torres
VEN001233,CLI00423,PROD9213,2025-04-01,9,11586.29,104276.61,Marketplace,SUC007,M. Rojas
VEN001234,CLI00734,PROD0310,2024-03-22,3,1660.79,4982.37,Distribuidor,SUC007,
VEN001235,CLI00974,PROD0311,2025-04-12,1,8817.88,8817.88,,SUC001,L. Pérez
VEN001236,CLI01059,PROD0268,2024-04-23,7,4420.62,30944.34,Tienda,SUC001,L. Pérez
VEN001237,CLI00759,PROD0121,2023-01-13,5,14125.34,70626.7,Call Center,SUC001,
VEN001238,CLI00297,PROD0243,2026-03-29,4,7951.92,31807.68,Marketplace,SUC002,L. Pérez
VEN001239,CLI00921,PROD0220,2023-01-19,5,671.78,3358.9,Call Center,SUC004,L. Pérez
VEN001240,CLI00843,PROD0231,2025-08-28,1,2381.14,2381.14,Distribuidor,SUC010,C. Vargas
VEN001241,CLI01024,PROD0174,2025-06-12,6,11586.29,55875.08,Online,SUC010,A. Torres
VEN001242,CLI00495,PROD0270,2023-10-29,5,10522.7,52613.5,Tienda,SUC008,M. Rojas
VEN001243,CLI00825,PROD0067,2024-02-27,8,3354.81,26838.48,Tienda,SUC001,M. Rojas
VEN001244,CLI00360,PROD0330,2025-09-14,3,8434.41,25303.23,Online,SUC002,A. Torres
VEN001245,CLI00952,PROD0190,2025-05-22,8,11360.64,90885.12,Distribuidor,SUC002,C. Vargas
VEN001246,CLI00219,PROD0217,2023-04-28,0,1661.24,0.0,Call Center,SUC003,
VEN001247,CLI01113,PROD0191,2024-08-14,2,14391.66,28783.32,Call Center,SUC009,C. Vargas
VEN001248,CLI01182,PROD0284,2023-03-08,4,7624.48,30497.92,Call Center,SUC003,A. Torres
VEN001249,CLI00871,PROD0297,2024-02-29,1,14355.01,14355.01,Distribuidor,SUC003,M. Rojas
VEN001250,CLI00061,PROD0093,2026-03-10,7,10115.52,70808.64,Distribuidor,SUC001,A. Torres
VEN001251,CLI00546,PROD0095,2024-07-04,7,10831.03,75817.21,Marketplace,SUC002,A. Torres
VEN001252,CLI00865,PROD0280,2023-05-27,1,5834.17,5834.17,Marketplace,SUC008,A. Torres
VEN001253,CLI00443,PROD0042,2024-02-02,7,7088.47,49619.29,Marketplace,SUC001,L. Pérez
VEN001254,CLI00023,PROD0017,2026-04-09,5,10599.31,52996.55,Tienda,SUC004,M. Rojas
VEN001255,CLI00847,PROD0235,2024-06-03,3,1044.18,3132.54,Call Center,SUC007,
VEN001256,CLI00459,PROD0058,2023-11-24,8,3766.97,30135.76,Distribuidor,SUC005,C. Vargas
VEN001257,CLI00888,PROD0124,2023-01-11,9,12373.44,111360.96,Distribuidor,SUC004,
VEN001258,CLI00067,PROD0204,2024-06-16,6,5348.46,32090.76,Online,SUC003,L. Pérez
VEN001259,CLI01127,PROD0167,2024-03-24,2,1547.06,3094.12,,SUC010,M. Rojas
VEN001260,CLI00261,PROD0237,2025-10-07,3,8343.51,25030.53,Tienda,SUC009,A. Torres
VEN001261,CLI00328,PROD0294,2025-03-04,2,12455.18,24910.36,Tienda,SUC006,A. Torres
VEN001262,CLI00612,PROD0289,2023-05-02,7,4736.45,33155.15,Tienda,SUC007,C. Vargas
VEN001263,CLI00927,PROD0203,2023-12-18,6,380.62,2283.72,Marketplace,SUC003,
VEN001264,CLI00623,PROD0183,2025-09-28,4,5242.2,20968.8,Call Center,SUC010,
VEN001265,CLI00766,PROD0012,2023-01-02,8,13150.61,105204.88,Distribuidor,SUC009,C. Vargas
VEN001266,CLI00618,PROD0002,2027-06-25,7,10953.38,76673.66,Marketplace,SUC001,M. Rojas
VEN001267,CLI00092,PROD0280,2023-07-31,1,5834.17,5834.17,Distribuidor,SUC003,
VEN001268,CLI00096,PROD0085,2023-06-09,3,10844.59,32533.77,Call Center,SUC005,M. Rojas
VEN001269,CLI00067,PROD0144,2026-01-15,5,5437.87,27189.35,Distribuidor,SUC001,
VEN001270,CLI00462,PROD0089,2024-12-14,3,5130.53,15391.59,Tienda,SUC004,M. Rojas
VEN001271,CLI00355,PROD0004,2024-05-16,3,8830.39,26491.17,Call Center,SUC002,A. Torres
VEN001272,CLI00316,PROD0192,2024-12-05,6,8096.9,48581.4,Online,SUC002,
VEN001273,CLI00464,PROD0173,2024-11-03,5,2179.01,10895.05,,SUC999,A. Torres
VEN001274,CLI00463,PROD0208,2025-10-29,10,10969.19,109691.9,Distribuidor,SUC009,L. Pérez
VEN001275,CLI00427,PROD0320,2024-05-17,4,11494.77,45979.08,Tienda,SUC003,L. Pérez
VEN001276,CLI00505,PROD0202,2025-05-23,3,8635.17,25905.51,Tienda,SUC001,
VEN001277,CLI00055,PROD0178,2026-01-07,10,6354.03,63540.3,,SUC004,A. Torres
VEN001278,CLI00259,PROD0138,2023-07-05,5,13930.56,69652.8,Tienda,SUC010,A. Torres
VEN001279,CLI00910,PROD0171,2025-03-15,10,5899.01,58990.1,Call Center,SUC010,
VEN001280,CLI00275,PROD0029,2023-10-20,2,5815.93,11631.86,Tienda,SUC008,C. Vargas
VEN001281,CLI00406,PROD0039,2025-07-30,8,14556.36,116450.88,Call Center,SUC010,L. Pérez
VEN001282,CLI00570,PROD0082,2025-02-25,2,4536.75,9073.5,Tienda,SUC010,L. Pérez
VEN001283,CLI00191,PROD0290,2025-07-06,4,13205.62,52822.48,Call Center,SUC010,A. Torres
VEN001284,CLI01201,PROD0068,2025-03-21,3,7160.26,21480.78,Marketplace,SUC002,M. Rojas
VEN001285,CLI00205,PROD0247,2024-04-20,6,14061.3,84367.8,,SUC007,M. Rojas
VEN001286,CLI00868,PROD0141,2024-10-14,8,7625.21,61001.68,Tienda,SUC999,
VEN001287,CLI00817,PROD0129,2023-07-30,7,12483.53,87384.71,Tienda,SUC001,
VEN001288,CLI00872,PROD0062,2024-04-13,8,10837.83,86702.64,Online,SUC001,
VEN001289,CLI00325,PROD0338,2024-07-04,9,3080.34,27723.06,Call Center,SUC003,L. Pérez
VEN001290,CLI00126,PROD0098,2023-08-05,3,2293.82,6881.46,Online,SUC006,M. Rojas
VEN001291,CLI00680,PROD0182,2024-10-12,1,1806.23,1806.23,Online,SUC005,M. Rojas
VEN001292,CLI00286,PROD0052,2023-08-04,10,11143.87,111438.7,Call Center,SUC004,A. Torres
VEN001293,CLI01060,PROD0227,2025-08-02,8,7883.57,63068.56,,SUC003,L. Pérez
VEN001294,CLI00955,PROD0310,2025-02-05,3,1660.79,4982.37,,SUC005,M. Rojas
VEN001295,CLI00315,PROD0048,2026-01-21,9,4310.21,38791.89,Tienda,SUC005,L. Pérez
VEN001296,CLI01106,PROD0057,2024-01-05,10,6729.21,67292.1,,SUC001,L. Pérez
VEN001297,CLI01112,PROD0248,2023-03-26,8,10259.07,82072.56,Marketplace,SUC008,C. Vargas
VEN001298,CLI01177,PROD0102,2024-04-25,4,2702.59,10810.36,Tienda,SUC010,
VEN001299,CLI01144,PROD0221,2023-07-15,6,4842.27,29053.62,Call Center,SUC010,A. Torres
VEN001300,CLI00340,PROD0175,2026-01-16,8,6842.79,54742.32,,SUC005,C. Vargas
VEN001301,CLI00564,PROD0030,2024-11-14,9,10509.82,94588.38,,SUC009,L. Pérez
VEN001302,CLI01080,PROD0272,2026-01-13,4,3034.65,12138.6,Tienda,SUC006,C. Vargas
VEN001303,CLI00979,PROD0070,2023-12-19,7,9927.44,69492.08,Online,SUC009,L. Pérez
VEN001304,CLI00815,PROD0247,2026-04-12,3,14061.3,42183.9,Tienda,SUC006,L. Pérez
VEN001305,CLI00444,PROD0327,2025-02-03,6,3254.42,19526.52,Online,SUC010,C. Vargas
VEN001306,CLI00346,PROD0285,2023-12-20,3,9839.89,29519.67,Tienda,SUC006,A. Torres
VEN001307,CLI00218,PROD0274,2024-12-23,3,8308.12,24924.36,,SUC999,C. Vargas
VEN001308,CLI00345,PROD0154,2023-12-19,8,11243.35,89946.8,Distribuidor,SUC007,M. Rojas
VEN001309,CLI01207,PROD0129,2023-01-27,3,12483.53,37450.59,Online,SUC003,M. Rojas
VEN001310,CLI00504,PROD0141,2024-08-11,2,7625.21,15250.42,Distribuidor,SUC010,M. Rojas
VEN001311,CLI00024,PROD0007,2025-05-05,10,6409.82,64098.2,Marketplace,SUC003,C. Vargas
VEN001312,CLI00082,PROD0069,2025-03-27,7,12822.62,89758.34,Online,SUC005,L. Pérez
VEN001313,CLI95919,PROD0298,2024-02-02,7,9006.78,63047.46,Tienda,SUC002,C. Vargas
VEN001314,CLI00584,PROD0332,2024-04-19,1,5552.34,3414.75,Distribuidor,SUC002,A. Torres
VEN001315,CLI00173,PROD0295,2024-05-18,4,14212.6,56850.4,Call Center,SUC004,
VEN001316,CLI00364,PROD0069,2024-09-02,3,12822.62,38467.86,Marketplace,SUC002,A. Torres
VEN001317,CLI00456,PROD0196,2023-04-06,1,3718.01,3718.01,Marketplace,SUC001,
VEN001318,CLI00295,PROD0237,2023-03-18,8,8343.51,66748.08,Call Center,SUC007,L. Pérez
VEN001319,CLI00820,PROD0057,2023-04-23,7,6729.21,47104.47,Marketplace,SUC007,M. Rojas
